coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow,lat,lon,temp,temp_min,temp_max,cloudiness,wind_speed,wind_direction,humidity
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 112.93, 'lat': 2.02}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.3, 'feels_like': 307.93, 'temp_min': 304.3, 'temp_max': 304.3, 'pressure': 1013, 'humidity': 56, 'sea_level': 1013, 'grnd_level': 993}",,"{'speed': 1.02, 'deg': 40}",{'all': 29},1582430702.0,"{'country': 'MY', 'sunrise': 1582411201, 'sunset': 1582454632}",28800.0,1737185.0,Kapit,200,,,,2.02,112.93,304.3,304.3,304.3,29.0,1.02,40.0,56.0
"{'lon': -52.9, 'lat': 65.42}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 260.68, 'feels_like': 254.54, 'temp_min': 260.68, 'temp_max': 260.68, 'pressure': 991, 'humidity': 62, 'sea_level': 991, 'grnd_level': 983}",,"{'speed': 3.75, 'deg': 10}",{'all': 89},1582430539.0,"{'country': 'GL', 'sunrise': 1582456014, 'sunset': 1582489410}",-10800.0,3421982.0,Maniitsoq,200,,,,65.42,-52.9,260.68,260.68,260.68,89.0,3.75,10.0,62.0
"{'lon': -79, 'lat': 48.75}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 273.15, 'feels_like': 267.39, 'temp_min': 273.15, 'temp_max': 273.15, 'pressure': 1010, 'humidity': 90}",24140.0,"{'speed': 5.1, 'deg': 220, 'gust': 8.2}",{'all': 5},1582430702.0,"{'type': 1, 'id': 947, 'country': 'CA', 'sunrise': 1582373543, 'sunset': 1582411623}",-18000.0,6062563.0,Macamic,200,,,,48.75,-79.0,273.15,273.15,273.15,5.0,5.1,220.0,90.0
"{'lon': -3.53, 'lat': 39.47}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 278.71, 'feels_like': 275.56, 'temp_min': 278.71, 'temp_max': 278.71, 'pressure': 1030, 'humidity': 72}",,"{'speed': 1.86, 'deg': 102}",{'all': 32},1582430702.0,"{'type': 3, 'id': 266541, 'country': 'ES', 'sunrise': 1582441008, 'sunset': 1582480721}",3600.0,2514334.0,Madridejos,200,,,,39.47,-3.53,278.71,278.71,278.71,32.0,1.86,102.0,72.0
"{'lon': -50.21, 'lat': -30.18}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 294.33, 'feels_like': 293.54, 'temp_min': 294.33, 'temp_max': 294.33, 'pressure': 1020, 'humidity': 64, 'sea_level': 1020, 'grnd_level': 1020}",,"{'speed': 2.98, 'deg': 200}",{'all': 3},1582430556.0,"{'country': 'BR', 'sunrise': 1582448822, 'sunset': 1582495311}",-10800.0,3466165.0,Cidreira,200,{'3h': 0.13},,,-30.18,-50.21,294.33,294.33,294.33,3.0,2.98,200.0,64.0
"{'lon': -23.22, 'lat': 15.13}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 294.15, 'feels_like': 290.39, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1014, 'humidity': 73}",10000.0,"{'speed': 8.2, 'deg': 30}",{'all': 100},1582430703.0,"{'type': 1, 'id': 2462, 'country': 'CV', 'sunrise': 1582444436, 'sunset': 1582486743}",-3600.0,3374120.0,Vila do Maio,200,,,,15.13,-23.22,294.15,294.15,294.15,100.0,8.2,30.0,73.0
"{'lon': -149.49, 'lat': -17.51}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 302.1, 'feels_like': 303.83, 'temp_min': 302.04, 'temp_max': 302.15, 'pressure': 1011, 'humidity': 74}",10000.0,"{'speed': 5.7, 'deg': 50}",{'all': 20},1582430703.0,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1582386903, 'sunset': 1582432096}",-36000.0,4034307.0,Mahina,200,,,,-17.51,-149.49,302.1,302.04,302.15,20.0,5.7,50.0,74.0
"{'lon': -159.78, 'lat': -21.21}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 302.15, 'feels_like': 306.74, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1011, 'humidity': 79}",10000.0,"{'speed': 2.6, 'deg': 350}",{'all': 98},1582430703.0,"{'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1582389187, 'sunset': 1582434750}",-36000.0,4035715.0,Avarua,200,{'3h': 0.81},,,-21.21,-159.78,302.15,302.15,302.15,98.0,2.6,350.0,79.0
"{'lon': 143.23, 'lat': 51.71}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 266.9, 'feels_like': 261.5, 'temp_min': 266.9, 'temp_max': 266.9, 'pressure': 1006, 'humidity': 91, 'sea_level': 1006, 'grnd_level': 998}",,"{'speed': 3.64, 'deg': 20}",{'all': 100},1582430703.0,"{'country': 'RU', 'sunrise': 1582406863, 'sunset': 1582444427}",39600.0,2122783.0,Katangli,200,,,{'3h': 0.56},51.71,143.23,266.9,266.9,266.9,100.0,3.64,20.0,91.0
"{'lon': 13.84, 'lat': -11.21}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.39, 'feels_like': 304.38, 'temp_min': 299.39, 'temp_max': 299.39, 'pressure': 1010, 'humidity': 88, 'sea_level': 1010, 'grnd_level': 996}",,"{'speed': 1.26, 'deg': 215}",{'all': 100},1582430704.0,"{'country': 'AO', 'sunrise': 1582434407, 'sunset': 1582478985}",3600.0,3346015.0,Sumbe,200,,,,-11.21,13.84,299.39,299.39,299.39,100.0,1.26,215.0,88.0
"{'lon': 80.55, 'lat': 73.51}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 265.46, 'feels_like': 255.55, 'temp_min': 265.46, 'temp_max': 265.46, 'pressure': 985, 'humidity': 93, 'sea_level': 985, 'grnd_level': 985}",,"{'speed': 9.94, 'deg': 194}",{'all': 100},1582430472.0,"{'country': 'RU', 'sunrise': 1582427100, 'sunset': 1582454274}",25200.0,1507390.0,Dikson,200,,,{'3h': 0.69},73.51,80.55,265.46,265.46,265.46,100.0,9.94,194.0,93.0
"{'lon': -63.6, 'lat': 50.23}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 271.15, 'feels_like': 265.08, 'temp_min': 271.15, 'temp_max': 271.15, 'pressure': 1006, 'humidity': 86}",14484.0,"{'speed': 5.1, 'deg': 250, 'gust': 7.7}",{'all': 90},1582430411.0,"{'type': 1, 'id': 812, 'country': 'CA', 'sunrise': 1582369999, 'sunset': 1582407776}",-18000.0,5972291.0,Havre-Saint-Pierre,200,,,,50.23,-63.6,271.15,271.15,271.15,90.0,5.1,250.0,86.0
"{'lon': -59.1, 'lat': -34.57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 289.71, 'feels_like': 288.32, 'temp_min': 287.04, 'temp_max': 292.15, 'pressure': 1021, 'humidity': 77}",10000.0,"{'speed': 3.1, 'deg': 50}",{'all': 0},1582430704.0,"{'type': 1, 'id': 8232, 'country': 'AR', 'sunrise': 1582450683, 'sunset': 1582497717}",-10800.0,3430988.0,Lujan,200,,,,-34.57,-59.1,289.71,287.04,292.15,0.0,3.1,50.0,77.0
"{'lon': -70.2, 'lat': -22.09}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 290, 'feels_like': 290.64, 'temp_min': 290, 'temp_max': 290, 'pressure': 1017, 'humidity': 81, 'sea_level': 1017, 'grnd_level': 847}",,"{'speed': 0.69, 'deg': 14}",{'all': 38},1582430704.0,"{'country': 'CL', 'sunrise': 1582454064, 'sunset': 1582499663}",-10800.0,3869716.0,Tocopilla,200,,,,-22.09,-70.2,290.0,290.0,290.0,38.0,0.69,14.0,81.0
"{'lon': -17.1, 'lat': 32.67}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 292.25, 'feels_like': 287.4, 'temp_min': 291.15, 'temp_max': 294.26, 'pressure': 1026, 'humidity': 72}",10000.0,"{'speed': 8.7, 'deg': 10}",{'all': 20},1582430704.0,"{'type': 1, 'id': 6894, 'country': 'PT', 'sunrise': 1582443839, 'sunset': 1582484403}",0.0,2264557.0,Ponta do Sol,200,,,,32.67,-17.1,292.25,291.15,294.26,20.0,8.7,10.0,72.0
"{'lon': 96.13, 'lat': 4.14}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 300.65, 'feels_like': 303.36, 'temp_min': 300.65, 'temp_max': 300.65, 'pressure': 1014, 'humidity': 74, 'sea_level': 1014, 'grnd_level': 1013}",,"{'speed': 3.18, 'deg': 23}",{'all': 17},1582430705.0,"{'country': 'ID', 'sunrise': 1582415323, 'sunset': 1582458573}",25200.0,1214488.0,Meulaboh,200,{'3h': 1.44},,,4.14,96.13,300.65,300.65,300.65,17.0,3.18,23.0,74.0
"{'lon': -0.33, 'lat': 51.06}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 283.91, 'feels_like': 278.08, 'temp_min': 283.15, 'temp_max': 284.82, 'pressure': 1015, 'humidity': 100}",4300.0,"{'speed': 8.7, 'deg': 210, 'gust': 14.4}",{'all': 75},1582430705.0,"{'type': 1, 'id': 1413, 'country': 'GB', 'sunrise': 1582441200, 'sunset': 1582478993}",0.0,2646557.0,Horsham,200,,,,51.06,-0.33,283.91,283.15,284.82,75.0,8.7,210.0,100.0
"{'lon': 39.51, 'lat': 68.05}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 272.07, 'feels_like': 262.78, 'temp_min': 272.07, 'temp_max': 272.07, 'pressure': 970, 'humidity': 90, 'sea_level': 970, 'grnd_level': 953}",,"{'speed': 9.95, 'deg': 189}",{'all': 100},1582430549.0,"{'country': 'RU', 'sunrise': 1582434611, 'sunset': 1582466461}",10800.0,556268.0,Ostrovnoy,200,,,{'3h': 0.19},68.05,39.51,272.07,272.07,272.07,100.0,9.95,189.0,90.0
"{'lon': -67.58, 'lat': -39.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.15, 'feels_like': 291.59, 'temp_min': 295.15, 'temp_max': 295.15, 'pressure': 1014, 'humidity': 30}",10000.0,"{'speed': 3.1, 'deg': 70}",{'all': 0},1582430705.0,"{'type': 1, 'id': 8310, 'country': 'AR', 'sunrise': 1582452408, 'sunset': 1582500062}",-10800.0,3855065.0,General Roca,200,,,,-39.03,-67.58,295.15,295.15,295.15,0.0,3.1,70.0,30.0
"{'lon': 21.26, 'lat': -28.45}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.15, 'feels_like': 290.25, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1015, 'humidity': 59}",10000.0,"{'speed': 3.1, 'deg': 200}",{'all': 0},1582430705.0,"{'type': 1, 'id': 1990, 'country': 'ZA', 'sunrise': 1582431762, 'sunset': 1582478069}",7200.0,945945.0,Upington,200,,,,-28.45,21.26,292.15,292.15,292.15,0.0,3.1,200.0,59.0
"{'lon': -58.74, 'lat': -38.55}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 284.26, 'feels_like': 283.15, 'temp_min': 284.26, 'temp_max': 284.26, 'pressure': 1020, 'humidity': 95}",,"{'speed': 1.79, 'gust': 4.02}",{'all': 0},1582430705.0,"{'type': 3, 'id': 2019717, 'country': 'AR', 'sunrise': 1582450320, 'sunset': 1582497907}",-10800.0,3430443.0,Necochea,200,,,,-38.55,-58.74,284.26,284.26,284.26,0.0,1.79,,95.0
"{'lon': 42.7, 'lat': 41.11}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 265.38, 'feels_like': 261.99, 'temp_min': 265.38, 'temp_max': 265.38, 'pressure': 1025, 'humidity': 97, 'sea_level': 1025, 'grnd_level': 782}",,"{'speed': 0.69, 'deg': 236}",{'all': 99},1582430706.0,"{'country': 'TR', 'sunrise': 1582430038, 'sunset': 1582469502}",10800.0,751952.0,Ardahan,200,,,{'3h': 0.19},41.11,42.7,265.38,265.38,265.38,99.0,0.69,236.0,97.0
"{'lon': 80.54, 'lat': 5.95}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 300.65, 'feels_like': 301.82, 'temp_min': 300.65, 'temp_max': 300.65, 'pressure': 1013, 'humidity': 64, 'sea_level': 1013, 'grnd_level': 1009}",,"{'speed': 3.65, 'deg': 55}",{'all': 100},1582430706.0,"{'country': 'LK', 'sunrise': 1582419141, 'sunset': 1582462237}",19800.0,1235846.0,Matara,200,,,,5.95,80.54,300.65,300.65,300.65,100.0,3.65,55.0,64.0
"{'lon': 74.33, 'lat': 25.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 289.71, 'feels_like': 287.47, 'temp_min': 289.71, 'temp_max': 289.71, 'pressure': 1019, 'humidity': 66, 'sea_level': 1019, 'grnd_level': 966}",,"{'speed': 3.34, 'deg': 79}",{'all': 0},1582430706.0,"{'country': 'IN', 'sunrise': 1582421536, 'sunset': 1582462823}",19800.0,1278278.0,Asind,200,,,,25.73,74.33,289.71,289.71,289.71,0.0,3.34,79.0,66.0
"{'lon': 130.99, 'lat': -25.24}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 306.15, 'feels_like': 300.77, 'temp_min': 306.15, 'temp_max': 306.15, 'pressure': 1013, 'humidity': 9}",10000.0,"{'speed': 4.1, 'deg': 140}",{'all': 0},1582430545.0,"{'type': 1, 'id': 9487, 'country': 'AU', 'sunrise': 1582405595, 'sunset': 1582451570}",34200.0,6355222.0,Yulara,200,,,,-25.24,130.99,306.15,306.15,306.15,0.0,4.1,140.0,9.0
"{'lon': 20, 'lat': 41}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 271.63, 'feels_like': 268.35, 'temp_min': 269.15, 'temp_max': 274.15, 'pressure': 1027, 'humidity': 79}",10000.0,"{'speed': 1, 'deg': 310}",{'all': 40},1582430706.0,"{'type': 1, 'id': 7013, 'country': 'AL', 'sunrise': 1582435473, 'sunset': 1582474963}",3600.0,783754.0,Albania,200,,,,41.0,20.0,271.63,269.15,274.15,40.0,1.0,310.0,79.0
"{'lon': 23.88, 'lat': -24.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 294.57, 'feels_like': 295.14, 'temp_min': 294.57, 'temp_max': 294.57, 'pressure': 1011, 'humidity': 76, 'sea_level': 1011, 'grnd_level': 890}",,"{'speed': 2.59, 'deg': 114}",{'all': 100},1582430706.0,"{'country': 'BW', 'sunrise': 1582431357, 'sunset': 1582477216}",7200.0,933102.0,Sekoma,200,,,,-24.4,23.88,294.57,294.57,294.57,100.0,2.59,114.0,76.0
"{'lon': -149.15, 'lat': -17.73}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 302.1, 'feels_like': 303.83, 'temp_min': 302.04, 'temp_max': 302.15, 'pressure': 1011, 'humidity': 74}",10000.0,"{'speed': 5.7, 'deg': 50}",{'all': 20},1582430433.0,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1582386810, 'sunset': 1582432025}",-36000.0,4033557.0,Tautira,200,,,,-17.73,-149.15,302.1,302.04,302.15,20.0,5.7,50.0,74.0
"{'lon': 55.48, 'lat': -21.34}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.35, 'feels_like': 295.51, 'temp_min': 290.93, 'temp_max': 298.15, 'pressure': 1013, 'humidity': 57}",10000.0,"{'speed': 3.1, 'deg': 30}",{'all': 20},1582430707.0,"{'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1582423929, 'sunset': 1582469477}",14400.0,935214.0,Saint-Pierre,200,,,,-21.34,55.48,296.35,290.93,298.15,20.0,3.1,30.0,57.0
"{'lon': 5.47, 'lat': 10.4}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.24, 'feels_like': 293.44, 'temp_min': 299.24, 'temp_max': 299.24, 'pressure': 1010, 'humidity': 13, 'sea_level': 1010, 'grnd_level': 971}",,"{'speed': 4.63, 'deg': 59}",{'all': 39},1582430707.0,"{'country': 'NG', 'sunrise': 1582437345, 'sunset': 1582480064}",3600.0,2334008.0,Kontagora,200,,,,10.4,5.47,299.24,299.24,299.24,39.0,4.63,59.0,13.0
"{'lon': -62.69, 'lat': -32.63}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.04, 'feels_like': 285.68, 'temp_min': 287.04, 'temp_max': 287.04, 'pressure': 1021, 'humidity': 88}",,"{'speed': 2.8, 'deg': 59}",{'all': 0},1582430707.0,"{'type': 3, 'id': 2030474, 'country': 'AR', 'sunrise': 1582451670, 'sunset': 1582498453}",-10800.0,3864331.0,Bell Ville,200,,,,-32.63,-62.69,287.04,287.04,287.04,0.0,2.8,59.0,88.0
"{'lon': 98.78, 'lat': 1.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 302.25, 'feels_like': 304.24, 'temp_min': 302.25, 'temp_max': 302.25, 'pressure': 1014, 'humidity': 54, 'sea_level': 1014, 'grnd_level': 982}",,"{'speed': 1.66, 'deg': 82}",{'all': 0},1582430707.0,"{'country': 'ID', 'sunrise': 1582414584, 'sunset': 1582458040}",25200.0,1213855.0,Sibolga,200,,,,1.74,98.78,302.25,302.25,302.25,0.0,1.66,82.0,54.0
"{'lon': -65.41, 'lat': -24.79}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",stations,"{'temp': 287.15, 'feels_like': 286.58, 'temp_min': 287.15, 'temp_max': 287.15, 'pressure': 1023, 'humidity': 93}",5000.0,"{'speed': 2.1, 'deg': 360}",{'all': 75},1582430707.0,"{'type': 1, 'id': 8267, 'country': 'AR', 'sunrise': 1582452774, 'sunset': 1582498654}",-10800.0,3838233.0,Salta,200,,,,-24.79,-65.41,287.15,287.15,287.15,75.0,2.1,360.0,93.0
"{'lon': 27.91, 'lat': -33.02}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 292.71, 'feels_like': 288.41, 'temp_min': 292.71, 'temp_max': 292.71, 'pressure': 1022, 'humidity': 67, 'sea_level': 1022, 'grnd_level': 1018}",,"{'speed': 7.6, 'deg': 198}",{'all': 92},1582430708.0,"{'country': 'ZA', 'sunrise': 1582429888, 'sunset': 1582476751}",7200.0,1006984.0,East London,200,{'3h': 0.25},,,-33.02,27.91,292.71,292.71,292.71,92.0,7.6,198.0,67.0
"{'lon': -25.67, 'lat': 37.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 287.15, 'feels_like': 286, 'temp_min': 287.15, 'temp_max': 287.15, 'pressure': 1033, 'humidity': 82}",10000.0,"{'speed': 2.1, 'deg': 10}",{'all': 75},1582430708.0,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1582446201, 'sunset': 1582486154}",-3600.0,3372783.0,Ponta Delgada,200,,,,37.73,-25.67,287.15,287.15,287.15,75.0,2.1,10.0,82.0
"{'lon': 63.07, 'lat': 57.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 266.36, 'feels_like': 260.91, 'temp_min': 266.36, 'temp_max': 266.36, 'pressure': 1027, 'humidity': 91, 'sea_level': 1027, 'grnd_level': 1011}",,"{'speed': 3.65, 'deg': 202}",{'all': 29},1582430708.0,"{'country': 'RU', 'sunrise': 1582426808, 'sunset': 1582462956}",18000.0,1505526.0,Irbit,200,,,,57.67,63.07,266.36,266.36,266.36,29.0,3.65,202.0,91.0
"{'lon': 114.6, 'lat': -28.77}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.15, 'feels_like': 304.98, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1009, 'humidity': 45}",10000.0,"{'speed': 2.6, 'deg': 110}",{'all': 40},1582430708.0,"{'type': 1, 'id': 9522, 'country': 'AU', 'sunrise': 1582409331, 'sunset': 1582455701}",28800.0,2070998.0,Geraldton,200,,,,-28.77,114.6,304.15,304.15,304.15,40.0,2.6,110.0,45.0
"{'lon': 147.18, 'lat': -9.44}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 305.15, 'feels_like': 307.49, 'temp_min': 305.15, 'temp_max': 305.15, 'pressure': 1007, 'humidity': 75}",10000.0,"{'speed': 7.7, 'deg': 260}",{'all': 75},1582430708.0,"{'type': 1, 'id': 42, 'country': 'PG', 'sunrise': 1582402481, 'sunset': 1582446913}",36000.0,2088122.0,Port Moresby,200,,,,-9.44,147.18,305.15,305.15,305.15,75.0,7.7,260.0,75.0
"{'lon': -95.36, 'lat': 29.76}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 283.88, 'feels_like': 282.53, 'temp_min': 282.15, 'temp_max': 285.37, 'pressure': 1026, 'humidity': 87}",16093.0,"{'speed': 1.5, 'deg': 120}",{'all': 1},1582430488.0,"{'type': 1, 'id': 3370, 'country': 'US', 'sunrise': 1582376105, 'sunset': 1582416913}",-21600.0,4699066.0,Houston,200,,,,29.76,-95.36,283.88,282.15,285.37,1.0,1.5,120.0,87.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 106.88, 'lat': 47.91}","[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",stations,"{'temp': 263.15, 'feels_like': 258.98, 'temp_min': 263.15, 'temp_max': 263.15, 'pressure': 1012, 'humidity': 56}",5000.0,{'speed': 1},{'all': 75},1582430472.0,"{'type': 1, 'id': 9644, 'country': 'MN', 'sunrise': 1582415200, 'sunset': 1582453537}",28800.0,2028462.0,Ulaanbaatar,200,,,,47.91,106.88,263.15,263.15,263.15,75.0,1.0,,56.0
"{'lon': 27.42, 'lat': -7.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 294.1, 'feels_like': 297.18, 'temp_min': 294.1, 'temp_max': 294.1, 'pressure': 1009, 'humidity': 94, 'sea_level': 1009, 'grnd_level': 932}",,"{'speed': 0.84, 'deg': 141}",{'all': 100},1582430709.0,"{'country': 'CD', 'sunrise': 1582431321, 'sunset': 1582475553}",7200.0,209598.0,Manono,200,,,,-7.3,27.42,294.1,294.1,294.1,100.0,0.84,141.0,94.0
"{'lon': 97.2, 'lat': 40.28}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 276.8, 'feels_like': 265.4, 'temp_min': 276.8, 'temp_max': 276.8, 'pressure': 1019, 'humidity': 25, 'sea_level': 1019, 'grnd_level': 858}",,"{'speed': 11.5, 'deg': 271}",{'all': 0},1582430592.0,"{'country': 'CN', 'sunrise': 1582416912, 'sunset': 1582456471}",28800.0,1528998.0,Yumen,200,,,,40.28,97.2,276.8,276.8,276.8,0.0,11.5,271.0,25.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': -27.07, 'lat': 38.73}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 286.15, 'feels_like': 283.68, 'temp_min': 286.15, 'temp_max': 286.15, 'pressure': 1033, 'humidity': 82}",10000.0,"{'speed': 3.59, 'deg': 161}",{'all': 40},1582430709.0,"{'type': 1, 'id': 6895, 'country': 'PT', 'sunrise': 1582446603, 'sunset': 1582486424}",-3600.0,3372760.0,Praia da Vitoria,200,,,,38.73,-27.07,286.15,286.15,286.15,40.0,3.59,161.0,82.0
"{'lon': -45.24, 'lat': 60.14}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': 269.76, 'feels_like': 261.37, 'temp_min': 269.76, 'temp_max': 269.76, 'pressure': 994, 'humidity': 83, 'sea_level': 994, 'grnd_level': 990}",,"{'speed': 8.13, 'deg': 221}",{'all': 100},1582430710.0,"{'country': 'GL', 'sunrise': 1582453132, 'sunset': 1582488615}",-10800.0,3421765.0,Nanortalik,200,,,{'3h': 1.81},60.14,-45.24,269.76,269.76,269.76,100.0,8.13,221.0,83.0
"{'lon': 114.08, 'lat': 71.92}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 258.19, 'feels_like': 251.91, 'temp_min': 258.19, 'temp_max': 258.19, 'pressure': 1004, 'humidity': 95, 'sea_level': 1004, 'grnd_level': 993}",,"{'speed': 4.12, 'deg': 227}",{'all': 100},1582430551.0,"{'country': 'RU', 'sunrise': 1582418248, 'sunset': 1582447033}",32400.0,2017155.0,Saskylakh,200,,,{'3h': 0.38},71.92,114.08,258.19,258.19,258.19,100.0,4.12,227.0,95.0
"{'lon': 113.23, 'lat': 22.67}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.43, 'feels_like': 296.3, 'temp_min': 293.15, 'temp_max': 299.26, 'pressure': 1026, 'humidity': 68}",10000.0,"{'speed': 3.6, 'deg': 70}",{'all': 20},1582430710.0,"{'type': 1, 'id': 9204, 'country': 'CN', 'sunrise': 1582412053, 'sunset': 1582453636}",28800.0,1806299.0,Xiaolan,200,,,,22.67,113.23,296.43,293.15,299.26,20.0,3.6,70.0,68.0
